sample_index,current_best_R,current_R
326,0.2542,0.5878
327,0.2542,0.9507
328,0.2542,0.8741
329,0.2368,0.2368
330,0.2368,0.8432
331,0.2368,0.6562
332,0.2368,0.9553
333,0.2368,0.5006
334,0.2368,0.3736
335,0.2368,1.0564
336,0.2368,0.4975
337,0.2368,0.6422
338,0.2368,0.2996
339,0.2368,1.1042
340,0.2368,0.7898
341,0.2368,0.5685
342,0.2368,0.3366
343,0.2368,0.6573
344,0.2368,0.3169
345,0.2368,0.3295
346,0.2368,0.2721
347,0.2368,0.6232
348,0.2368,0.4526
349,0.2368,0.343
350,0.2368,0.5146
351,0.2368,0.7378
352,0.2368,0.6552
353,0.2368,0.9187
354,0.2368,0.68
355,0.2368,1000.0
356,0.2368,0.6231
357,0.2368,0.2853
358,0.2368,0.2789
359,0.2368,0.8812
360,0.2368,0.3099
361,0.2368,0.7363
362,0.2368,0.4351
363,0.2368,0.3454
364,0.2368,0.5772
365,0.2368,0.6587
366,0.2368,0.5565
367,0.2368,0.5282
368,0.2368,0.3427
369,0.2368,0.4437
370,0.2368,0.6816
371,0.2368,0.4275
372,0.2368,0.5672
373,0.2368,0.6705
374,0.2368,0.2755
375,0.2368,0.4823
376,0.2368,0.2473
377,0.2368,0.6122
378,0.2368,0.5558
379,0.2368,0.3894
380,0.2368,0.4901
381,0.2368,0.3609
382,0.2368,0.2696
383,0.2368,0.4038
384,0.2368,0.5484
385,0.2368,0.5626
386,0.2368,0.7718
387,0.2368,0.2579
388,0.2368,0.3311
389,0.2368,0.6214
390,0.2368,0.7882
391,0.2368,0.5253
392,0.2368,0.5323
393,0.2368,0.5037
394,0.2368,0.905
395,0.2368,0.3312
396,0.2368,0.3303
397,0.2368,0.744
398,0.2273,0.2273
399,0.2273,0.8293
400,0.2273,0.6747
401,0.2273,0.332
402,0.2273,0.6408
403,0.2273,0.2494
404,0.2273,0.6927
405,0.2273,0.8519
406,0.2273,0.6904
407,0.2273,0.6674
408,0.2273,0.7544
409,0.2273,0.6687
410,0.2273,0.2368
411,0.2273,0.5104
412,0.2273,0.4833
413,0.2273,0.6672
414,0.2273,0.3514
415,0.2273,0.8273
416,0.2273,0.6746
417,0.2138,0.2138
418,0.2138,0.5149
419,0.2138,1000.0
420,0.2138,0.572
421,0.2138,0.234
422,0.2138,0.3062
423,0.2138,0.4868
424,0.2138,0.5683
425,0.2138,0.2544
426,0.2138,0.2964
427,0.2009,0.2009
428,0.2009,0.7567
429,0.2009,0.5028
430,0.2009,0.6684
431,0.2009,0.7923
432,0.2009,0.2119
433,0.2009,0.6285
434,0.2009,0.7205
435,0.2009,0.93
436,0.2009,0.3232
437,0.2009,0.6004
438,0.2009,0.581
439,0.2009,0.5427
440,0.2009,1000.0
441,0.2009,0.2517
442,0.2009,0.5692
443,0.2009,0.5254
444,0.2009,1000.0
445,0.2009,0.2398
446,0.2009,0.6152
447,0.2009,0.321
448,0.2009,0.2245
449,0.2009,0.5485
450,0.2009,0.3642
451,0.2009,0.3578
452,0.2009,0.4055
453,0.2009,0.217
454,0.2009,0.367
455,0.2009,0.3921
456,0.2009,0.6893
457,0.2009,0.6403
458,0.2009,0.6467
459,0.2009,0.3276
460,0.2009,0.3501
461,0.2009,0.3192
462,0.2009,0.4396
463,0.2009,1.0222
464,0.2009,0.3811
465,0.2009,0.6071
466,0.1817,0.1817
467,0.1817,0.5774
468,0.1817,0.4981
469,0.1727,0.1727
470,0.1727,0.3068
471,0.1727,0.5123
472,0.1727,0.261
473,0.1727,0.5264
474,0.1727,0.7695
475,0.1727,0.4459
476,0.1727,0.4333
477,0.1727,0.3369
478,0.1727,0.4278
479,0.1727,0.5997
480,0.1727,0.3416
481,0.1727,0.2203
482,0.1727,0.5325
483,0.1727,0.2056
484,0.1727,0.2732
485,0.1727,0.4974
486,0.1727,0.1938
487,0.1727,0.4386
488,0.1727,0.428
489,0.1727,0.5263
490,0.1727,0.5551
491,0.1727,0.2902
492,0.1727,0.3006
493,0.1727,0.6075
494,0.1727,0.2051
495,0.1727,0.4188
496,0.1727,0.4469
497,0.1727,0.1842
498,0.1727,0.4624
499,0.1727,0.3427
500,0.1727,0.188
501,0.1727,0.2248
502,0.1727,0.6326
503,0.1727,0.2231
504,0.1727,0.7044
505,0.1727,0.4231
